ID	ComplexCtxs	ContraFlag	Veridical	Antiveridical	Averidical	Equals	Superclass	Subclass	Disjoint	TargetLabel
2395a	0	0	1	0	0	1	0	1	0	DL
2396a	0	0	1	0	0	1	0	0	0	B
2398a	1	0	1	1	0	1	1	0	0	B
2399a	0	0	1	0	0	1	0	1	0	B
2403a	0	0	1	0	0	1	1	0	0	B
2406a	0	0	1	0	0	1	0	0	0	B
2408a	0	0	1	0	0	1	0	0	0	DL
2411a	0	0	1	1	0	1	0	0	1	DL
2412a	0	0	1	0	0	1	0	0	1	B
2416a	0	0	1	1	0	1	1	0	0	DL
2417a	0	0	1	0	0	1	0	1	0	B
2418a	0	0	1	0	0	1	0	1	0	B
2419a	1	0	1	1	0	1	0	0	0	B
2420a	0	0	1	0	0	1	0	1	0	B
2421a	0	0	1	1	0	1	1	0	0	B
2424a	0	0	1	0	0	1	0	0	0	N
2425a	0	0	1	0	0	1	0	1	0	B
2427a	1	0	1	0	0	1	0	0	0	B
2428a	0	0	1	0	0	1	0	0	0	B
2432a	1	0	1	0	0	1	0	0	0	B
2433a	1	0	1	0	0	1	0	0	0	B
2434a	1	0	1	0	0	1	0	0	0	B
2446a	0	0	1	0	0	1	0	1	0	B
2448a	0	1	1	0	0	1	0	1	0	N
2449a	0	0	1	0	0	0	0	0	0	DL
2451a	1	0	1	0	0	1	0	0	0	B
2452a	1	0	1	0	0	0	0	1	0	B
2453a	1	0	1	0	0	1	0	0	0	S
2454a	1	0	1	0	0	1	0	1	0	B
2460a	0	0	1	0	0	1	0	0	0	DL
2461a	1	0	1	0	0	1	0	0	0	DL
2462a	1	0	1	1	0	1	0	0	0	B
2463a	1	0	1	0	0	1	0	1	0	DL
2464a	1	0	1	1	0	1	0	1	0	S
2468a	0	0	1	1	0	0	1	0	0	DL
2469a	0	0	1	0	0	1	0	0	0	DL
2470a	0	0	1	0	0	1	0	0	0	B
2471a	0	0	1	0	0	1	0	0	0	DL
2473a	0	0	1	0	0	1	0	1	0	DL
2475a	0	0	1	0	0	1	0	1	0	DL
2477a	0	0	1	0	0	1	0	1	0	B
2478a	0	0	1	0	0	1	1	0	0	B
2479a	0	1	1	0	0	1	0	0	0	DL
2480a	1	0	1	1	0	1	0	0	0	B
2481a	0	1	1	0	0	1	0	0	0	B
2482a	1	0	1	1	0	1	0	0	0	DL
2483a	0	0	1	0	0	1	1	0	0	B
2484a	0	0	1	0	0	1	0	1	0	DL
2487a	0	0	1	0	0	1	0	0	0	DL
2489a	0	0	1	0	0	1	0	0	0	DL
2490a	0	0	1	0	0	1	0	0	0	DL
2492a	0	0	1	0	0	1	0	0	0	DL
2493a	0	0	1	0	0	1	0	0	0	DL
2498a	0	0	1	0	0	1	0	0	0	B
2501a	1	0	1	1	0	0	0	1	0	B
2502a	1	0	1	0	0	0	1	0	0	B
2503a	1	0	1	0	0	0	0	1	0	B
2504a	1	0	1	0	0	0	1	0	0	B
2507a	0	0	1	1	0	1	0	0	0	B
2511a	1	0	1	0	0	0	1	0	0	DL
2512a	1	0	1	1	0	1	0	0	0	DL
2513a	1	0	1	0	0	1	0	0	0	B
2516a	1	0	1	0	0	1	0	0	0	B
2517a	0	0	1	1	0	1	0	0	0	DL
2519a	0	0	1	0	0	1	0	0	0	DL
2520a	0	0	1	1	0	1	0	0	0	B
2522a	0	0	1	0	0	1	1	0	0	B
2523a	0	0	1	1	0	1	0	1	0	B
2524a	1	0	1	0	0	1	1	0	0	B
2526a	0	0	1	1	0	1	0	0	0	N
2528a	1	0	1	0	0	1	0	0	0	B
2531a	1	0	1	0	0	1	0	0	0	B
2532a	0	0	1	0	0	1	0	1	0	B
2533a	1	0	1	0	0	1	0	0	0	B
2534a	1	0	1	0	0	1	0	0	0	B
2536a	0	0	1	0	0	1	0	1	0	B
2537a	0	0	1	0	0	1	0	1	0	B
2541a	0	0	1	0	0	1	0	1	0	DL
2542a	1	0	1	1	0	1	0	0	0	DL
2546a	0	0	1	0	0	1	0	0	0	N
2547a	1	0	1	1	0	1	0	0	0	B
2548a	0	0	1	0	0	1	0	0	0	B
2550a	0	0	1	0	0	1	0	1	0	B
2552a	0	0	1	0	0	1	0	1	0	B
2556a	1	0	1	0	0	1	0	0	0	B
2558a	0	0	1	0	0	1	0	1	0	DL
2559a	1	0	1	0	0	0	0	1	0	S
2560a	0	0	1	0	0	0	1	1	0	B
2562a	1	0	1	0	0	0	0	1	0	B
2563a	0	0	1	0	0	1	0	1	0	B
2564a	1	0	1	0	0	1	0	0	0	B
2565a	1	0	1	1	0	1	0	0	0	B
2567a	1	0	1	0	0	1	0	0	0	DL
2568a	1	0	1	1	0	0	0	0	1	DL
2570a	1	0	1	0	0	0	0	0	1	DL
2571a	1	0	1	1	0	0	0	0	1	DL
2573a	0	0	1	0	0	1	1	0	0	DL
2575a	0	1	1	0	0	1	0	0	0	DL
2576a	1	0	1	1	0	1	0	0	0	B
2580a	1	0	1	1	0	0	0	1	0	S
2581a	0	0	1	0	0	1	0	1	0	B
2584a	0	0	1	0	0	1	0	1	0	B
2585a	1	0	1	1	0	1	0	0	0	B
2586a	0	0	1	0	0	1	0	0	0	DL
2587a	1	0	1	1	0	1	0	0	0	B
2595a	0	0	1	0	0	1	0	1	0	B
2598a	0	0	1	0	0	1	0	1	0	DL
2600a	0	0	1	0	0	1	0	0	0	N
2603a	1	0	1	1	0	1	0	0	0	B
2605a	0	0	1	0	0	1	0	0	0	DL
2607a	0	1	1	0	0	1	0	1	0	DL
2609a	0	0	1	0	0	1	1	0	0	S
2610a	0	0	1	0	0	1	0	1	0	B
2611a	1	0	1	1	0	1	0	1	0	B
2612a	0	0	1	0	0	1	0	1	0	B
2613a	0	0	1	0	0	1	0	1	0	B
2614a	1	0	1	1	0	1	0	0	0	B
2616a	1	0	1	0	0	0	1	0	0	B
2617a	0	0	1	0	0	1	0	1	0	S
2618a	1	0	1	0	0	1	0	0	0	B
2620a	1	0	1	1	0	1	0	0	0	S
2621a	0	0	1	0	0	1	0	1	0	S
2624a	1	0	1	0	0	0	0	1	0	S
2629a	0	0	1	0	0	1	0	0	0	B
2631a	1	0	1	0	0	0	1	1	0	DL
2633a	0	0	1	0	0	1	0	0	0	B
2635a	0	0	1	0	0	1	0	0	0	DL
2639a	0	0	1	0	0	0	1	1	0	B
2641a	0	0	1	0	0	1	0	1	0	DL
2642a	1	0	1	0	0	0	1	0	0	B
2644a	0	0	1	0	0	1	1	0	0	S
2645a	1	0	1	1	0	1	0	0	0	B
2646a	0	1	1	0	0	1	1	0	0	DL
2647a	1	0	1	1	0	1	0	0	0	B
2648a	0	1	1	0	0	1	0	0	0	B
2649a	1	0	1	1	0	1	0	0	1	DL
2652a	0	0	1	0	0	1	0	0	1	DL
2653a	0	0	1	0	0	1	0	0	0	B
2658a	0	0	1	0	0	1	0	0	0	B
2659a	1	0	1	1	0	1	0	0	0	DL
2661a	0	0	1	0	0	1	1	0	0	B
2663a	0	0	1	0	0	1	0	1	0	DL
2665a	0	0	1	0	0	1	0	0	0	DL
2667a	0	0	1	0	0	1	0	0	0	DL
2669a	0	0	1	0	0	1	0	0	0	DL
2671a	0	0	1	0	0	1	0	0	0	DL
2674a	0	0	1	0	0	1	0	0	0	DL
2676a	1	0	1	0	0	1	0	0	0	DL
2677a	0	0	1	0	0	1	0	0	0	S
2681a	0	0	1	0	0	1	0	1	0	B
2683a	0	0	1	0	0	1	0	1	0	B
2685a	1	0	1	1	0	1	1	0	0	B
2686a	0	0	1	0	0	1	0	0	0	DL
2690a	0	0	1	0	0	0	0	1	0	B
2693a	0	0	1	0	0	1	1	0	0	DL
2694a	0	0	1	0	0	1	0	0	0	DL
2695a	0	0	1	0	0	1	0	1	0	B
2697a	0	0	1	0	0	1	0	0	0	B
2698a	1	0	1	1	0	1	0	0	0	N
2699a	1	0	1	0	0	1	0	1	0	B
2700a	1	0	1	0	0	1	0	0	0	B
2706a	0	0	1	0	0	0	0	1	0	DL
2717a	0	0	1	1	0	1	0	0	0	B
2719a	0	0	1	0	0	1	0	0	0	B
2723a	0	0	1	1	0	1	0	0	0	B
2725a	0	0	1	0	0	1	0	0	0	B
2727a	0	0	1	0	0	1	0	0	0	B
2729a	1	0	1	0	0	1	0	0	0	B
2732a	0	0	1	0	0	1	0	0	0	B
2733a	0	0	1	0	0	1	0	0	0	DL
2736a	1	0	1	1	0	1	0	0	0	B
2737a	0	0	1	0	0	1	0	0	1	DL
2740a	1	0	1	0	0	1	0	0	0	B
2742a	0	0	1	0	0	1	0	0	0	B
2743a	1	0	1	1	0	1	0	0	0	B
2745a	0	0	1	0	0	1	0	0	0	DL
2746a	0	0	1	0	0	1	0	1	0	DL
2747a	0	0	1	0	0	1	1	0	0	B
2749a	0	0	1	1	0	1	1	0	0	DL
2750a	0	0	1	0	0	1	0	1	0	B
2753a	0	0	1	0	0	1	0	1	0	B
2759a	0	0	1	0	0	1	0	1	0	S
2760a	1	0	1	0	0	1	0	0	0	B
2762a	1	0	1	0	0	1	0	0	0	DL
2767a	0	0	1	1	0	1	0	0	0	DL
2769a	0	0	1	0	0	1	0	1	0	B
2771a	0	0	1	0	0	1	0	0	0	S
2773a	0	0	1	0	0	1	0	0	0	B
2780a	0	0	1	0	0	1	0	0	0	DL
2781a	0	0	1	0	0	1	0	1	0	DL
2782a	0	0	1	0	0	1	0	0	0	DL
2786a	0	0	1	0	0	1	0	0	0	DL
2790a	1	0	1	1	0	1	0	0	0	B
2793a	0	0	1	0	0	1	0	1	0	B
2794a	1	0	1	1	0	1	0	1	0	B
2796a	1	0	1	1	0	1	1	0	0	N
2798a	0	0	1	0	0	1	0	1	0	B
2801a	1	0	1	1	0	1	0	0	0	B
2804a	0	0	1	0	0	1	0	0	1	B
2805a	0	0	1	0	0	1	0	0	1	DL
2806a	0	0	1	0	0	1	0	0	1	B
2808a	1	0	1	0	0	1	0	0	0	S
2810a	1	0	1	0	0	1	0	0	0	S
2814a	1	0	1	0	0	0	0	1	0	S
2816a	0	0	1	0	0	1	0	0	0	B
2819a	0	0	1	0	0	1	0	1	0	B
2820a	0	0	1	0	0	1	0	1	0	DL
2823a	0	0	1	0	0	1	0	0	0	B
2824a	1	0	1	1	0	1	0	1	0	B
2825a	0	0	1	0	0	1	0	0	0	B
2826a	0	0	1	0	0	1	0	0	0	B
2830a	1	0	1	1	0	1	0	0	0	B
2831a	1	0	1	0	0	1	1	0	0	DL
2832a	1	0	1	1	0	0	1	0	0	N
2833a	1	0	1	0	0	0	0	1	0	S
2834a	1	0	1	0	0	0	1	0	0	S
2835a	1	0	1	0	0	0	0	1	0	S
2836a	0	0	1	0	0	1	0	0	0	B
2840a	0	0	1	0	0	1	0	1	0	B
2841a	0	0	1	0	0	1	1	0	0	B
2843a	1	0	1	1	0	1	1	0	0	B
2846a	1	0	1	1	0	1	0	0	0	B
2847a	0	0	1	0	0	1	0	1	0	B
2848a	1	0	1	1	0	1	0	0	0	B
2849a	0	0	1	0	0	1	1	0	0	S
2852a	0	0	1	1	0	1	0	0	0	N
2855a	1	0	1	1	0	1	0	0	0	B
2858a	1	0	1	0	1	1	0	0	0	N
2859a	1	0	1	0	1	1	0	0	0	B
2866a	0	0	1	0	0	1	0	0	0	N
2869a	0	1	1	0	0	1	0	0	0	S
2871a	0	0	1	0	0	1	0	0	0	B
2872a	0	0	1	0	0	1	0	1	0	B
2873a	1	0	1	1	0	1	0	0	0	B
2876a	0	1	1	0	0	0	1	0	0	DL
2877a	1	0	1	1	0	1	0	0	0	B
2878a	0	0	1	0	0	1	0	1	0	B
2880a	0	0	1	0	0	1	0	0	0	B
2882a	0	0	1	0	0	1	0	0	0	DL
2884a	1	0	1	1	0	1	0	0	0	B
2885a	0	1	1	0	0	1	0	0	0	DL
2887a	0	0	1	0	0	1	0	1	0	B
2888a	0	0	1	0	0	1	0	0	0	DL
2889a	0	0	1	0	0	1	0	0	0	B
2892a	0	1	1	0	0	1	1	0	0	DL
2893a	1	0	1	1	0	1	0	0	0	B
2895a	1	0	1	1	0	1	0	0	0	B
2897a	0	0	1	0	0	1	0	0	1	DL
2901a	0	0	1	0	0	1	0	0	0	B
2902a	0	0	1	0	0	1	0	1	0	DL
2904a	1	0	1	0	0	1	0	0	0	B
2906a	1	0	1	0	0	1	0	1	0	DL
2912a	0	0	1	0	0	1	0	0	0	N
2914a	0	0	1	0	0	0	0	1	0	B
2921a	0	0	1	0	0	1	1	0	0	B
2922a	0	0	1	0	0	1	1	0	0	B
2923a	0	0	1	0	0	1	0	0	0	B
2925a	0	0	1	0	0	1	0	1	0	DL
2928a	0	0	1	0	0	1	0	1	0	B
2929a	1	0	1	1	0	1	0	0	0	B
2931a	1	0	1	1	0	1	0	1	0	DL
2934a	0	0	1	0	0	1	1	0	0	B
2940a	1	0	1	0	0	0	0	1	0	S
2942a	1	0	1	0	0	0	1	0	0	B
2944a	1	0	1	0	0	0	1	0	0	B
2946a	0	0	1	0	0	1	0	1	0	B
2947a	0	0	1	0	0	1	0	0	0	DL
2948a	0	0	1	0	0	1	0	0	0	B
2949a	1	0	1	1	0	1	0	0	0	B
2950a	1	0	1	0	0	1	1	0	0	DL
2953a	1	0	1	0	0	1	1	0	0	N
2954a	1	0	1	0	0	1	1	0	0	DL
2962a	1	0	1	1	0	1	0	0	0	B
2963a	0	0	1	0	0	1	0	1	0	B
2973a	0	0	1	0	0	1	0	0	0	S
2975a	0	0	1	0	0	1	0	0	0	B
2978a	0	0	1	0	0	1	0	1	0	B
2979a	1	0	1	1	0	1	1	0	0	B
2982a	0	0	1	0	0	1	0	0	0	B
2985a	0	0	1	0	0	1	0	0	0	S
2986a	0	0	1	0	0	1	0	0	0	N
2987a	1	0	1	1	0	1	0	0	0	B
2990a	0	0	1	0	0	1	0	1	0	DL
2991a	1	0	1	0	0	0	1	0	0	B
2993a	1	0	1	1	0	0	0	1	0	DL
2999a	0	0	1	0	0	0	1	0	1	B
3000a	1	0	1	1	0	0	0	1	0	B
3001a	0	1	1	0	0	1	0	1	0	DL
3003a	0	0	1	0	0	0	0	1	1	B
3004a	0	0	1	0	0	1	0	0	0	B
3006a	1	0	1	0	0	1	0	1	0	B
3008a	1	0	1	0	0	1	0	0	0	S
3009a	0	0	1	0	0	0	1	0	0	B
3011a	0	0	1	0	0	0	0	1	0	B
3012a	1	0	1	0	0	0	0	0	0	S
3013a	1	0	1	1	0	1	0	0	0	B
3017a	0	0	1	0	0	1	0	0	0	B
3020a	1	0	1	0	0	1	0	1	0	B
3021a	0	0	1	0	0	1	0	0	0	B
3023a	0	0	1	0	0	1	1	0	0	B
3025a	0	0	1	0	0	1	0	0	0	N
3026a	0	0	1	0	0	1	0	0	0	DL
3028a	0	0	1	0	0	1	0	0	0	N
3029a	0	0	1	1	0	1	0	0	0	B
3030a	0	0	1	1	0	1	0	0	0	B
3032a	0	0	1	0	0	1	0	0	0	S
3034a	1	0	1	1	0	1	0	0	0	B
3035a	0	0	1	0	0	1	0	1	0	DL
3037a	0	0	1	0	0	0	0	1	0	DL
3040a	1	0	1	1	0	1	0	1	0	B
3044a	0	0	1	0	0	1	0	0	0	DL
3045a	0	0	1	0	0	1	0	0	0	N
3048a	0	0	1	0	0	1	1	0	0	B
3051a	0	0	1	0	0	1	0	0	0	B
3052a	1	0	1	1	0	1	0	0	0	B
3053a	0	0	1	0	0	1	0	0	0	DL
3055a	0	0	1	0	0	1	0	0	0	DL
3056a	0	0	1	0	0	1	0	0	0	DL
3057a	0	0	1	0	0	1	0	0	0	B
3058a	1	0	1	1	0	1	0	0	0	B
3060a	0	0	1	0	0	1	0	1	0	B
3063a	0	0	1	0	0	1	0	0	0	B
3064a	1	0	1	0	0	1	0	0	0	DL
3066a	1	0	1	0	0	1	0	1	0	N
3067a	0	0	1	0	0	1	0	1	0	DL
3070a	0	0	1	0	0	1	0	1	0	DL
3074a	0	0	1	0	0	1	0	0	0	DL
3075a	0	0	1	0	0	1	0	0	0	DL
3076a	1	0	1	0	0	1	0	0	0	B
3077a	0	0	1	0	0	1	0	1	0	S
3078a	1	0	1	0	0	1	0	0	0	DL
3080a	0	1	1	0	0	1	0	0	0	DL
3082a	0	0	1	0	0	1	0	0	0	B
3083a	1	0	1	1	0	1	0	0	0	B
3084a	0	0	1	0	0	1	0	1	0	DL
3086a	0	1	1	0	0	1	0	0	0	B
3087a	1	0	1	0	0	0	1	0	0	B
3088a	0	0	1	0	0	1	1	0	0	B
3089a	0	0	1	0	0	1	0	1	0	B
3090a	1	0	1	1	0	1	0	0	0	B
3093a	1	0	1	1	0	0	0	0	1	DL
3095a	0	0	1	0	0	0	0	0	1	B
3096a	1	0	1	1	0	0	0	0	1	DL
3099a	0	0	1	1	0	1	0	0	0	B
3101a	0	0	1	0	0	1	0	0	0	B
3103a	0	0	1	0	0	1	0	1	0	B
3104a	0	0	1	0	0	1	0	1	0	DL
3106a	1	0	1	1	0	0	0	1	0	DL
3108a	0	0	1	0	0	1	0	1	0	B
3109a	0	0	1	0	0	1	0	0	0	B
3112a	0	0	1	0	0	1	0	0	0	N
3113a	1	0	1	0	0	0	0	1	0	B
3115a	1	0	1	0	0	0	0	0	0	DL
3116a	1	0	1	1	0	0	0	0	0	DL
3117a	1	0	1	0	0	1	0	0	0	DL
3118a	0	0	1	0	0	1	0	1	0	B
3119a	0	0	1	0	0	1	0	0	0	DL
3120a	0	0	1	0	0	1	0	1	0	DL
3124a	0	0	1	0	0	1	1	0	0	S
3125a	0	0	1	0	0	1	0	1	0	N
3127a	0	0	1	0	0	1	0	0	0	B
3128a	1	0	1	0	0	1	0	0	0	DL
3131a	1	0	1	0	0	0	1	0	0	B
3133a	1	0	1	0	0	1	0	0	0	B
3135a	1	0	1	0	0	1	0	0	0	B
3136a	0	0	1	0	0	1	1	0	0	S
3137a	1	0	1	1	0	1	0	0	0	B
3138a	0	0	1	0	0	1	0	0	0	S
3139a	0	1	1	0	0	1	0	0	0	DL
3141a	1	0	1	0	0	0	0	1	0	B
3142a	1	0	1	1	0	1	0	0	0	DL
3144a	1	0	1	1	0	0	0	0	0	B
3145a	0	0	1	0	0	0	0	1	0	B
3146a	0	0	1	0	0	1	0	1	0	B
3147a	0	0	1	0	0	1	0	1	0	B
3148a	0	0	1	0	0	1	0	0	0	DL
3149a	0	0	1	0	0	1	0	0	0	B
3151a	1	0	1	0	0	1	0	0	0	B
3152a	1	0	1	0	0	1	0	0	0	B
3154a	0	0	1	0	0	1	1	0	0	B
3155a	1	0	1	0	0	1	0	0	0	B
3159a	1	0	1	1	0	1	0	0	0	B
3160a	1	0	1	0	0	1	0	0	0	B
3163a	1	0	1	0	0	1	0	0	0	N
3167a	0	0	1	0	0	1	0	0	0	B
3168a	1	0	1	0	0	1	0	0	0	B
3169a	0	0	1	0	0	1	0	0	0	B
3171a	0	0	1	0	0	0	0	1	0	B
3172a	1	0	1	1	0	0	0	1	0	S
3173a	0	0	1	0	0	0	0	1	0	N
3175a	0	0	1	0	0	0	0	1	0	B
3176a	0	0	1	0	0	1	0	1	0	B
3177a	0	0	1	0	0	1	0	0	0	DL
3178a	0	0	1	0	0	1	0	1	0	B
3179a	1	0	1	1	0	1	0	0	0	B
3180a	0	0	1	0	0	1	0	1	0	B
3183a	0	0	1	0	0	1	0	0	0	DL
3184a	0	0	1	0	0	1	0	0	0	B
3185a	0	0	1	0	0	1	0	0	0	B
3189a	0	0	1	0	0	1	0	0	1	DL
3190a	1	0	1	0	0	1	0	0	0	B
3191a	0	0	1	0	0	1	0	0	1	DL
3193a	0	0	1	0	0	1	0	0	1	DL
3194a	0	0	1	0	0	1	0	0	0	B
3195a	1	0	1	1	0	1	0	0	0	B
3196a	0	0	1	0	0	1	0	1	0	B
3197a	1	0	1	1	0	1	0	0	0	B
3198a	0	0	1	0	0	1	1	0	0	DL
3199a	0	0	1	1	0	1	0	1	0	B
3204a	0	0	1	0	0	1	0	0	0	DL
3205a	0	0	1	0	0	1	0	0	0	B
3206a	1	0	1	1	0	1	0	0	0	B
3207a	0	0	1	0	0	1	1	0	0	N
3209a	0	0	1	0	0	1	0	0	0	DL
3210a	0	0	1	0	0	1	1	0	0	B
3211a	0	0	1	0	0	1	0	1	0	B
3212a	0	0	1	0	0	1	0	0	0	DL
3215a	1	0	1	1	0	1	0	0	0	B
3216a	0	0	1	0	0	1	0	1	0	S
3219a	1	0	1	0	0	1	0	0	0	B
3220a	0	0	1	0	0	1	0	1	0	B
3225a	0	0	1	0	0	1	1	0	0	B
3226a	0	1	1	0	0	0	1	1	0	B
3229a	0	0	1	0	0	0	1	1	0	B
3231a	0	0	1	0	0	1	0	1	0	DL
3233a	0	0	1	0	0	1	0	1	0	N
3234a	0	0	1	0	0	1	0	0	0	B
3235a	0	0	1	0	0	1	0	0	0	B
3236a	0	0	1	0	0	1	1	0	0	B
3237a	1	0	1	1	0	0	1	0	0	B
3239a	0	0	1	0	0	1	0	0	0	B
3240a	1	0	1	1	0	1	0	0	0	B
3241a	0	0	1	0	0	1	0	1	0	B
3244a	1	0	1	0	0	1	0	0	0	B
3245a	0	0	1	0	0	1	0	0	0	B
3246a	1	0	1	1	0	1	0	0	0	N
3247a	0	0	1	0	0	1	0	0	0	DL
3249a	0	0	1	0	0	1	0	0	0	DL
3251a	0	0	1	0	0	1	0	0	0	DL
3263a	0	0	1	0	0	1	0	0	0	B
3266a	0	0	1	0	0	1	0	1	0	N
3267a	1	0	1	1	0	1	0	1	0	N
3268a	0	0	1	0	0	1	0	0	0	DL
3269a	1	0	1	1	0	1	0	0	0	B
3270a	0	0	1	0	0	1	0	0	0	N
3276a	1	0	1	0	0	1	0	0	0	B
3279a	1	0	1	0	0	1	0	0	0	B
3282a	1	0	1	0	0	1	0	0	0	B
3284a	1	0	1	0	0	1	0	0	0	B
3289a	1	0	1	0	0	1	0	0	0	B
3290a	1	0	1	0	0	0	0	1	0	B
3293a	1	0	1	0	0	0	1	0	0	B
3295a	0	0	1	0	0	1	0	0	0	B
3296a	0	0	1	0	0	1	1	0	0	B
3297a	0	1	1	0	0	1	0	0	0	N
3300a	1	0	1	0	0	1	0	0	0	N
3301a	1	0	1	1	0	1	0	0	0	B
3302a	1	0	1	0	0	1	0	0	0	B
3305a	1	0	1	0	0	1	0	0	0	B
3306a	0	0	1	0	0	1	0	1	0	B
3307a	1	0	1	0	0	1	0	0	0	N
3308a	0	0	1	0	0	1	0	0	0	B
3309a	1	0	1	1	0	1	0	0	0	B
3310a	0	0	1	0	0	0	0	1	0	B
3312a	0	0	1	0	0	0	0	1	0	S
3317a	0	0	1	0	0	1	1	0	0	DL
3318a	1	0	1	1	0	1	0	0	0	B
3320a	0	0	1	0	0	1	0	0	0	N
3326a	0	1	1	0	0	1	0	0	0	DL
3328a	0	0	1	0	0	1	0	0	0	B
3331a	1	0	1	1	0	1	0	0	1	DL
3333a	1	0	1	0	0	1	0	0	0	B
3334a	0	0	1	0	0	1	0	0	1	DL
3335a	0	0	1	0	0	0	0	1	0	DL
3337a	0	0	1	0	0	1	0	0	0	B
3341a	0	0	1	1	0	1	1	0	0	B
3343a	0	0	1	0	0	1	0	1	0	DL
3348a	0	0	1	0	0	1	0	0	0	B
3350a	1	0	1	0	0	1	0	0	0	B
3352a	1	0	1	0	0	1	0	0	0	B
3354a	1	0	1	0	0	1	0	0	0	B
3355a	0	0	1	0	0	1	0	1	0	B
3360a	0	0	1	0	0	1	0	0	0	DL
3365a	1	0	1	1	0	1	0	0	0	B
3377a	1	0	1	1	0	1	0	0	0	B
3379a	0	0	1	1	0	0	1	0	0	B
3380a	0	0	1	0	0	1	0	0	0	B
3381a	1	0	1	1	0	0	0	1	0	B
3383a	0	0	1	0	0	0	0	1	0	B
3387a	1	0	1	1	0	1	0	0	0	B
3388a	1	0	1	0	0	0	1	0	0	N
3390a	0	1	1	0	0	1	0	1	0	DL
3391a	1	0	1	1	0	1	0	0	0	B
3392a	0	0	1	0	0	1	0	1	0	B
3393a	0	0	1	0	0	1	0	0	0	B
3399a	0	0	1	0	0	1	0	0	0	S
3401a	0	0	1	0	0	1	0	0	0	S
3402a	0	0	1	0	0	1	0	1	0	B
3403a	1	0	1	0	0	0	0	1	0	S
3404a	1	0	1	0	0	0	1	0	0	DL
3406a	1	0	1	0	0	0	1	0	0	DL
3408a	0	0	1	0	0	1	0	1	0	B
3409a	1	0	1	0	0	0	1	0	0	B
3410a	0	0	1	0	0	1	0	1	0	B
3415a	0	0	1	0	0	1	0	0	0	N
3417a	0	0	1	0	0	1	0	0	1	DL
3419a	0	0	1	0	0	1	0	0	1	DL
3421a	1	0	1	0	0	0	0	0	1	B
3430a	1	0	1	1	0	1	0	0	0	DL
3431a	0	0	1	0	0	1	1	0	0	B
3434a	1	0	1	1	0	1	0	0	0	B
3439a	1	0	1	0	0	0	1	0	0	DL
3441a	1	0	1	0	0	1	0	0	0	B
3442a	0	0	1	0	0	1	0	0	0	S
3445a	0	0	1	0	0	1	0	0	0	N
3446a	0	1	1	0	0	1	0	0	0	DL
3447a	0	0	1	0	0	1	0	0	0	DL
3449a	0	0	1	0	0	1	0	1	0	B
3450a	0	0	1	0	0	1	0	0	0	DL
3455a	0	0	1	0	0	1	1	0	0	B
3456a	0	0	1	1	0	1	0	1	0	B
3457a	0	0	1	0	0	1	0	1	0	B
3458a	1	0	1	1	0	1	1	0	0	N
3463a	0	0	1	0	0	1	0	0	0	N
3466a	0	1	1	0	0	1	0	0	0	DL
3470a	0	0	1	0	0	0	1	0	0	B
3473a	1	0	1	0	0	0	0	0	1	N
3474a	0	0	1	0	0	1	0	0	0	DL
3475a	1	0	1	1	0	0	1	0	0	B
3476a	1	0	1	0	0	0	0	0	1	B
3477a	0	0	1	0	0	0	1	0	0	B
3478a	0	0	1	0	0	0	0	1	0	DL
3481a	1	0	1	1	0	1	0	0	0	B
3482a	0	0	1	0	0	1	1	0	0	B
3483a	0	0	1	0	0	1	1	0	0	S
3489a	0	0	1	0	0	1	0	1	0	N
3490a	1	0	1	1	0	1	0	1	0	B
3493a	0	0	1	0	0	1	0	0	0	B
3497a	0	0	1	0	0	1	0	0	0	N
3498a	0	0	1	0	0	1	0	0	0	N
3499a	1	0	1	0	0	1	0	0	0	B
3502a	1	0	1	1	0	1	0	0	0	B
3506a	0	1	1	0	0	1	0	0	0	DL
3509a	1	0	1	0	0	1	0	0	0	B
3513a	0	0	1	0	0	1	0	0	0	B
3515a	0	0	1	0	0	1	0	1	0	B
3519a	0	0	1	0	0	0	0	0	1	S
3520a	1	0	1	1	0	0	0	0	1	DL
3521a	0	0	1	0	0	0	0	0	1	S
3522a	0	0	1	0	0	1	0	0	0	B
3523a	1	0	1	1	0	1	0	0	0	B
3524a	0	0	1	0	0	1	0	1	0	B
3525a	1	0	1	1	0	1	0	0	0	B
3526a	1	0	1	0	0	1	0	0	0	DL
3527a	0	0	1	0	0	1	0	0	0	S
3531a	1	0	1	1	0	1	0	0	0	S
3532a	1	0	1	0	0	1	0	0	0	B
3535a	0	1	1	0	0	1	0	0	0	N
3540a	1	0	1	0	0	1	0	0	0	DL
3545a	1	0	1	0	0	1	0	0	0	B
3550a	0	0	1	0	0	1	0	0	0	DL
3551a	1	0	1	0	0	1	0	0	0	DL
3553a	0	0	1	0	0	1	0	1	0	B
3555a	0	0	1	0	0	1	0	0	0	B
3557a	1	0	1	0	0	0	1	0	0	S
3558a	0	0	1	0	0	1	0	0	0	DL
3559a	1	0	1	0	1	1	0	0	0	B
3560a	1	0	1	0	0	0	0	1	0	S
3562a	1	0	1	1	0	1	0	0	0	B
3563a	0	0	1	0	0	1	0	1	0	B
3564a	0	0	1	0	0	1	1	0	0	DL
3570a	1	0	1	1	0	1	0	0	0	S
3573a	1	0	1	0	0	0	0	1	0	S
3575a	0	0	1	0	0	1	0	0	0	B
